"","X16.cell","late.blastocyst","late.blastocyst.1","X8.cell","early.blastocyst","X16.cell.1","mid.2.cell","X8.cell.1","mid.blastocyst","late.blastocyst.2","early.2.cell","mid.blastocyst.1","early.blastocyst.1","mid.blastocyst.2","mid.blastocyst.3","mid.blastocyst.4","early.2.cell.1","X16.cell.2","X8.cell.2","early.blastocyst.2","early.blastocyst.3","mid.blastocyst.5","mid.blastocyst.6","late.2.cell","mid.blastocyst.7","late.blastocyst.3","X4.cell","early.blastocyst.4","X16.cell.3","mid.blastocyst.8","late.blastocyst.4","early.blastocyst.5","mid.blastocyst.9","X4.cell.1","X16.cell.4","X8.cell.3","X8.cell.4","mid.blastocyst.10","X16.cell.5","X8.cell.5","X8.cell.6","early.blastocyst.6","mid.blastocyst.11","X16.cell.6","X8.cell.7","early.blastocyst.7","early.2.cell.2","X4.cell.2","early.blastocyst.8","early.2.cell.3","X16.cell.7","early.blastocyst.9","mid.blastocyst.12","X4.cell.3","late.2.cell.1","early.blastocyst.10","X16.cell.8","mid.2.cell.1","mid.blastocyst.13","X4.cell.4","X4.cell.5","mid.blastocyst.14","early.blastocyst.11","X8.cell.8","late.blastocyst.5","mid.blastocyst.15","zygote","early.blastocyst.12","early.blastocyst.13","mid.blastocyst.16","X16.cell.9","mid.blastocyst.17","early.blastocyst.14","mid.blastocyst.18","mid.blastocyst.19","mid.blastocyst.20","X16.cell.10","mid.2.cell.2","X16.cell.11","mid.blastocyst.21","X16.cell.12","late.blastocyst.6","X16.cell.13","X16.cell.14","X8.cell.9","X8.cell.10","X16.cell.15","mid.blastocyst.22","early.blastocyst.15","early.blastocyst.16","late.blastocyst.7","mid.blastocyst.23","mid.2.cell.3","X16.cell.16","late.blastocyst.8","X8.cell.11","late.blastocyst.9","late.blastocyst.10","mid.blastocyst.24","X16.cell.17","early.blastocyst.17","early.2.cell.4","X8.cell.12","early.blastocyst.18","X16.cell.18","late.2.cell.2","mid.2.cell.4","X8.cell.13","early.2.cell.5","mid.2.cell.5","X16.cell.19","X16.cell.20","late.blastocyst.11","X8.cell.14","X16.cell.21","mid.blastocyst.25","early.blastocyst.19","mid.blastocyst.26","X8.cell.15","X16.cell.22","late.2.cell.3","X16.cell.23","mid.2.cell.6","X8.cell.16","early.blastocyst.20","late.blastocyst.12","mid.blastocyst.27","X16.cell.24","late.blastocyst.13","late.blastocyst.14","X8.cell.17","X4.cell.6","X16.cell.25","late.blastocyst.15","X16.cell.26","X4.cell.7","X8.cell.18","X8.cell.19","mid.blastocyst.28","X8.cell.20","early.blastocyst.21","X8.cell.21","X8.cell.22","X16.cell.27","X8.cell.23","X8.cell.24","X16.cell.28","mid.blastocyst.29","X8.cell.25","late.blastocyst.16","late.blastocyst.17","mid.blastocyst.30","late.2.cell.4","X8.cell.26","X16.cell.29","X16.cell.30","early.blastocyst.22","zygote.1","mid.blastocyst.31","mid.blastocyst.32","mid.blastocyst.33","late.2.cell.5","X8.cell.27","mid.blastocyst.34","mid.blastocyst.35","X16.cell.31","X8.cell.28","X16.cell.32","X8.cell.29","X8.cell.30","X8.cell.31","X16.cell.33","late.blastocyst.18","X16.cell.34","X16.cell.35","X16.cell.36","X4.cell.8","early.blastocyst.23","mid.blastocyst.36","X16.cell.37","X16.cell.38","X4.cell.9","X8.cell.32","early.blastocyst.24","mid.blastocyst.37","X8.cell.33","X16.cell.39","X16.cell.40","early.blastocyst.25","X8.cell.34","mid.blastocyst.38","mid.blastocyst.39","mid.2.cell.7","zygote.2","mid.blastocyst.40","mid.blastocyst.41","late.blastocyst.19","X16.cell.41","mid.blastocyst.42","mid.2.cell.8","late.blastocyst.20","late.blastocyst.21","early.blastocyst.26","early.blastocyst.27","early.blastocyst.28","mid.blastocyst.43","X16.cell.42","mid.blastocyst.44","mid.blastocyst.45","mid.blastocyst.46","zygote.3","early.blastocyst.29","mid.blastocyst.47","late.blastocyst.22","late.blastocyst.23","early.2.cell.6","late.2.cell.6","X8.cell.35","X16.cell.43","X8.cell.36","early.blastocyst.30","X8.cell.37","late.2.cell.7","mid.2.cell.9","late.blastocyst.24","mid.blastocyst.48","X4.cell.10","X16.cell.44","mid.blastocyst.49","mid.blastocyst.50","early.blastocyst.31","late.blastocyst.25","mid.blastocyst.51","mid.blastocyst.52","early.blastocyst.32","X16.cell.45","mid.blastocyst.53","X16.cell.46","mid.2.cell.10","late.blastocyst.26","early.blastocyst.33","X4.cell.11","early.blastocyst.34","X8.cell.38","X16.cell.47","X16.cell.48","X8.cell.39","X16.cell.49","late.2.cell.8","X4.cell.12","X16.cell.50","mid.blastocyst.54","X8.cell.40","X4.cell.13","late.blastocyst.27","early.blastocyst.35","mid.blastocyst.55","mid.2.cell.11","mid.blastocyst.56","X16.cell.51","X16.cell.52","early.blastocyst.36","mid.blastocyst.57","early.blastocyst.37","X8.cell.41","early.blastocyst.38","X8.cell.42","X16.cell.53","X8.cell.43","X16.cell.54","X16.cell.55","X8.cell.44","early.blastocyst.39","mid.blastocyst.58","mid.blastocyst.59","late.blastocyst.28","X8.cell.45","early.2.cell.7","X16.cell.56","X16.cell.57","early.blastocyst.40","late.blastocyst.29","early.blastocyst.41","early.blastocyst.42","late.2.cell.9","X8.cell.46"
"Rab11fip5",0,337,535,951,0,302,560,22,888,508,114,64,0,0,16,0,0,1,795,194,810,58,0,10129,0,1119,609,6,1,0,256,1,72,862,2128,856,150,34,0,3098,1508,699,4,1,44,5428,174,70,189,148,0,18,107,46,20279,73,0,320,2,1928,1929,1064,1008,146,344,154,214,0,1,0,29,2,1,1446,0,510,524,806,68,7,222,2,1197,240,37,61,275,174,0,2974,903,113,871,2082,1377,0,260,747,2193,60,1,294,1206,604,1,2609,95,757,266,385,44,680,34,131,936,614,16,490,371,0,12223,43,130,451,207,81,9,683,0,651,780,816,12,134,1003,1279,258,125,237,50,172,600,1348,565,26,114,143,0,32,0,534,756,4322,2648,281,117,1,247,0,1574,16,8556,84,948,715,190,0,386,1969,2058,83,0,898,664,90,8,996,10,329,335,22,586,161,0,695,369,3,665,80,35,2963,0,90,167,758,0,1068,1348,3075,279,398,1502,277,413,18,286,340,0,7,146,15,92,0,80,1525,23,4413,180,0,1600,0,514,4251,81,434,373,383,285,94,1283,1023,845,0,3,368,83,0,9,228,726,2621,576,1473,1011,117,391,97,52,2436,1191,13,606,784,1517,1719,16,0,442,1,169,665,0,0,7,213,2122,1101,2117,1358,115,0,1562,1,14,0,3,69,438,1301,1467,679,87,0,1295,13050,223
"Pim2",0,13,0,341,0,0,86,0,0,0,626,16,29,0,77,34,384,0,3,5,0,0,87,2855,0,0,6,2,0,0,150,84,0,5,0,0,0,0,0,70,179,0,0,1,0,2,370,0,206,437,0,0,0,10,6824,323,1,450,0,58,199,3,0,5,113,213,859,0,0,0,176,0,682,0,0,0,0,75,0,15,4,0,159,163,55,201,361,0,0,0,9,38,79,439,0,0,2,0,0,198,0,481,0,0,0,5298,192,73,687,221,23,305,285,218,0,0,0,0,116,1,1233,56,49,201,0,0,0,69,0,1,264,4,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,808,16,0,86,0,4218,319,0,395,0,1208,0,938,10,4566,7,0,1,74,0,0,0,50,17,0,0,137,0,0,29,0,5,377,0,1,116,4,0,423,265,89,32,3,0,376,135,624,382,2,0,1,0,114,1,0,0,0,0,0,0,0,0,0,1218,0,0,0,0,606,243,0,123,0,0,0,1112,187,11,0,179,121,0,0,0,0,0,0,340,0,6,2,247,0,0,578,0,1,0,1,38,78,1809,68,0,0,566,191,14,3,0,76,1,0,146,114,0,0,0,0,0,0,0,0,0,548,0,0,1,0,0,419,0,233,1,0,0,0,1193,72
"Herpud2",0,54,0,191,0,0,696,0,108,46,4570,0,534,0,99,86,3375,3,0,0,510,808,5,1742,666,1,173,572,7,1,0,0,19,103,610,116,0,1317,0,2,0,8,2,1,161,0,3021,0,124,3333,0,0,36,1,4947,635,5,616,381,65,372,48,0,1,262,1027,12389,743,0,975,425,2716,0,395,0,7,0,1812,37,232,5,1,0,0,0,97,43,0,0,1,196,0,1557,120,1495,0,472,226,1325,0,0,4075,116,496,0,6948,353,412,4856,654,79,0,0,0,538,32,79,68,5,0,1897,854,298,119,0,0,99,1013,417,11,18,473,1,624,16,306,137,11,136,3,1027,51,0,0,226,7,0,702,30,78,500,511,6069,27,0,28,0,10398,5,631,22,4753,35,3465,937,63,0,0,49,988,0,0,106,0,975,0,27,1,416,0,210,0,392,1,732,0,0,317,3,16,1242,3,1502,5407,512,1403,286,0,1,378,69,79,0,1,16,1,395,0,1,342,12379,583,404,788,682,2509,691,1,54,706,0,0,3058,734,540,192,408,121,2,261,105,0,2,243,0,69,1773,549,854,330,0,17,231,777,221,9,139,0,4670,20,1,52,37,0,262,0,562,303,99,0,266,0,0,62,0,0,104,8,0,0,66,0,4,5,0,0,0,3206,41,64,368,22,219,113,6157,0
"Dicer1",0,158,583,666,824,463,1426,91,45,653,7361,31,48,1,84,1423,7416,469,0,338,603,321,132,9290,166,667,882,40,2178,2689,1652,310,13,821,3,715,2,627,1,171,351,0,6,829,340,0,7262,3895,756,3741,1615,30,69,2471,16268,1155,4,1308,409,3164,2437,685,3,308,165,1637,20368,1242,0,0,15,0,1628,286,0,265,0,1497,174,1,578,2,871,333,9,129,219,934,0,1835,115,0,585,608,1004,155,692,398,1256,348,652,4389,2186,19,153,12418,858,940,11270,1474,275,603,174,383,24,88,150,951,141,229,14163,537,854,194,0,1,332,2022,170,137,1048,3258,137,1258,184,2577,171,171,151,948,13,850,1150,658,501,48,246,48,51,755,478,1,6899,473,940,451,3683,11638,3,1,279,12561,12,1,1,133,269,436,864,1203,205,2426,392,237,1818,535,2133,1,100,1892,304,5303,1285,297,3,436,422,239,840,65,1,546,776,9607,388,344,2110,445,341,1034,0,758,378,516,1133,1115,978,0,44,257,17395,936,1,159,772,4492,10311,106,834,46,1,242,16480,1218,82,171,1508,829,4,7,0,255,1164,22,720,246,795,817,1218,149,1,930,131,15,742,797,17,625,11516,2065,0,2,781,2621,270,1193,828,1206,84,487,491,152,0,1072,3,196,1508,903,949,0,3,1226,0,4,218,427,103,6693,4,45,450,0,200,1282,16762,342
"Ubp1",0,273,662,880,200,505,3385,0,1126,25,12658,480,411,726,800,1230,9026,422,944,316,542,230,73,13749,489,1342,1917,82,982,2286,839,458,146,1386,1,163,2,7,0,2033,698,934,626,1,437,757,7471,1613,1827,6779,1261,21,783,1594,21265,496,808,3479,139,1493,1414,1816,3,282,433,693,12911,929,49,1052,178,100,714,139,0,722,1,4415,127,143,601,4,677,754,101,25,19,1880,13,0,213,1077,2388,1629,2453,0,654,548,327,433,1385,6513,478,2309,14,9464,1286,956,11648,2455,21,1074,390,75,94,1406,938,1534,117,354,16490,1111,1882,135,970,168,9,589,1368,912,184,1517,97,658,599,959,265,1,753,708,1210,751,1458,590,77,21,110,56,85,90,681,2457,18767,1512,211,186,3,9827,2044,1839,3,14882,7,2149,871,264,43,703,7,2366,244,18080,731,934,1423,1291,702,0,435,406,60,2058,1725,1007,2422,1183,368,301,3238,129,337,1714,2986,7260,324,0,456,865,2,1629,35,745,164,191,290,223,298,3064,128,460,14110,853,1094,618,1549,5535,7969,2362,162,1754,1128,398,22684,3280,1392,385,477,263,6,228,54,286,2636,10,155,848,243,388,2179,14,0,1120,1042,259,482,164,260,444,14295,375,51,1403,996,1905,1300,3817,1530,2575,249,637,566,591,675,0,73,2931,644,623,173,382,417,539,696,4295,431,958,43,7716,520,4,1601,115,1071,2632,28019,256
"Wasl",869,308,147,819,2250,1,6546,20,331,446,9790,1353,596,19,655,154,7584,7,1878,1265,163,21,135,17560,1121,243,2530,22,1215,12,1016,862,110,581,716,610,76,915,724,110,1559,9,1468,579,872,1807,6172,4483,674,4523,1625,163,575,426,17196,90,36,4826,5,2001,1698,388,453,145,590,1034,15632,3944,507,740,224,1493,1470,352,0,0,212,6987,1594,224,543,0,548,751,512,207,190,706,13,0,743,464,4315,1113,41,1,105,329,420,2592,0,5745,692,1179,9,18075,2034,449,9205,3857,107,707,885,229,1020,1517,175,952,182,694,19606,1399,1651,375,864,28,526,934,616,498,1316,318,407,14,1190,1402,377,370,614,362,97,560,697,163,97,88,779,1088,121,1708,662,14,14837,575,871,316,1,11004,1413,1140,14,21539,98,628,2216,449,512,815,796,3497,353,717,960,937,578,3884,1385,22,366,470,148,3696,319,86,1476,471,823,524,1306,70,1629,676,6718,9083,175,461,1243,880,25,2479,275,844,755,233,36,468,313,342,371,329,14417,1061,17,979,2367,4084,9180,266,13,1938,2330,1925,15773,8919,540,1335,2065,388,0,1741,518,1608,90,1,1050,362,861,2538,2250,963,0,658,1047,828,420,2668,168,1032,29188,1519,431,1548,138,1569,851,6,608,2197,0,1312,1804,481,80,220,19,2546,2458,569,901,202,137,480,1227,890,0,555,172,5813,1,905,1198,212,328,2493,22973,983
"Ptpre",0,1,0,0,0,0,49,0,0,0,1576,0,0,1,0,0,843,0,0,20,0,0,3,594,0,0,0,0,0,0,15,0,0,0,0,29,0,0,0,0,0,0,1,0,0,0,945,0,70,582,0,0,2,0,70,0,0,202,0,0,0,409,0,0,0,214,6702,0,0,0,0,0,0,0,0,1,0,83,0,0,0,0,1,0,0,0,0,168,0,0,146,8,105,0,0,0,0,0,0,0,0,905,0,0,0,15,62,0,2179,157,0,0,0,0,0,0,0,13,0,0,186,0,35,0,1,0,0,138,0,0,0,0,0,64,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,125,574,0,2,0,0,3227,0,0,172,1589,0,2,8,0,0,1,0,0,5,2875,24,0,0,0,0,0,0,0,1,0,2374,0,1,0,0,0,30,0,0,0,47,2341,0,0,0,0,0,52,857,46,0,14,0,0,0,0,0,3,2061,1,0,0,275,714,44,0,0,0,0,0,9,37,0,0,0,1,1,0,110,206,0,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,295,0,0,20,0,0,0,2,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1531,0,0,54,104,0,31,212,0
"Nmb",0,0,293,318,1,0,225,0,0,0,1,0,0,0,0,0,23,0,0,115,0,0,0,1214,0,0,1,3,0,0,0,0,0,0,0,30,19,86,0,1,0,0,0,43,0,0,0,9,14,3,0,0,11,0,1965,0,1,222,0,118,0,0,1,0,0,402,44,695,0,6,0,0,0,0,0,102,0,857,1,0,0,20,0,0,47,96,0,0,0,0,2,0,1341,0,1,0,7,0,0,0,311,12,0,0,0,376,114,137,0,588,0,0,0,20,0,17,11,0,10,3,1344,0,162,3,194,0,0,256,30,46,129,83,0,0,155,0,0,0,40,0,0,0,0,0,1,1,0,235,6,381,0,177,5780,0,0,0,0,12,0,0,1,4218,0,0,0,26,0,0,0,0,0,0,0,0,11,0,0,0,0,74,0,547,61,0,0,213,0,0,0,2,273,0,101,20,0,0,0,205,0,50,0,0,52,79,0,0,178,0,25,141,11,0,0,0,0,0,2055,67,0,0,0,138,2038,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,118,0,0,170,0,96,121,0,51,0,1113,9,0,0,96,0,0,0,261,133,0,0,2,0,0,31,0,0,0,0,170,202,0,5,0,2,206,0,0,59,0,0,0,0,58,0,3111,158
"Zdhhc7",0,77,231,320,0,28,278,201,693,245,103,1,70,0,14,0,8,1,1681,4,0,130,292,16015,213,840,1979,6,596,0,0,235,0,1490,968,418,432,1,3,2567,2639,0,4,54,1293,654,273,546,255,50,698,14,295,1393,14073,0,2,32,0,1723,1627,11,2,974,16,333,808,480,318,0,899,0,0,318,0,51,983,155,1345,0,1,2679,834,514,520,1071,331,237,0,0,477,0,204,0,0,460,21,472,1663,501,235,72,1046,388,0,5803,44,966,266,629,192,524,1,720,945,50,45,806,739,0,9595,0,118,297,1,0,95,0,5,209,376,1694,142,4,1643,2401,796,389,184,564,482,544,1696,1369,128,119,94,0,974,69,460,1,4491,470,391,593,0,1007,0,1404,1711,4816,90,0,0,836,1412,407,1403,2503,500,0,1,1483,522,1,1823,0,22,607,0,810,638,59,138,1149,94,1229,0,381,0,29,0,242,365,0,0,122,0,68,0,944,525,178,673,8,1297,1,2,287,1928,0,1561,5,332,220,12773,997,11,2314,0,491,8720,4,35,409,116,429,96,0,44,0,1290,129,0,393,0,87,227,15,0,1698,514,169,488,3,583,905,1488,1613,2,1156,1179,1817,308,142,0,138,1,132,380,824,0,0,232,832,2460,694,1910,21,15,1247,0,313,0,0,298,220,1041,453,1,180,0,216,11468,831
"Pin1-ps1",61,7,12,48,0,162,1977,7,80,52,880,26,78,46,14,122,194,19,409,30,15,51,12,2966,106,64,1,68,55,29,48,95,76,229,287,26,89,62,1,324,2193,175,42,0,261,0,349,34,115,465,100,8,151,43,4661,79,3,723,38,540,46,23,22,211,52,69,804,46,37,0,12,2,81,30,0,50,57,1631,32,37,575,88,68,39,138,168,266,130,10,0,26,0,687,0,99,93,51,50,49,1036,130,132,47,25,0,5344,478,43,485,666,18,104,168,347,140,50,23,42,29,380,1314,654,348,6,11,0,21,5,77,1,209,54,45,30,40,3,237,42,49,185,2,120,220,39,167,30,220,137,236,110,73,29,6901,1227,51,129,42,752,0,75,57,1991,28,26,42,137,604,109,180,58,248,0,50,580,923,3,7,0,132,28,15,236,33,141,61,37,84,80,0,8,148,126,536,326,29,64,56,115,0,462,13,97,21,31,121,24,82,1,11,37,431,291,72,96,48,269,5195,32,14,1170,22,282,3460,339,39,30,101,17,2,81,135,111,84,29,105,425,108,20,557,0,305,374,61,60,222,608,135,157,11678,83,236,28,45,163,65,0,99,550,68,42,132,82,2,62,42,234,801,282,890,1058,0,1218,12,143,38,31,42,397,66,310,70,22,138,41,4634,176
"Usp53",1,188,505,205,0,364,903,5,199,502,2072,1,0,19,131,0,942,0,376,550,184,0,184,5554,10,0,224,45,443,1,226,0,0,319,61,0,2,507,899,814,431,0,0,398,4,3164,1098,300,0,1057,0,27,172,927,4488,160,0,805,0,184,621,5,0,306,529,148,2936,0,0,299,0,0,0,324,0,715,3,951,102,0,469,0,373,466,127,1,0,0,0,0,21,274,1157,0,0,106,3,52,1184,28,0,793,381,262,0,3550,414,485,1618,358,0,0,0,128,0,314,52,44,58,2,8092,40,420,156,0,0,557,70,0,186,3,332,2,0,72,10,7,60,46,66,0,267,185,0,64,4,0,0,115,0,0,943,6157,522,0,214,439,1903,0,387,3,12194,0,0,1779,542,656,73,363,1,380,10,2,1016,256,0,2,0,0,127,0,262,172,1,3,1,71,2,0,42,241,266,350,1410,48,0,30,1,709,626,494,4,0,614,636,84,1,0,0,59,3375,0,2,0,81,626,3878,0,1,744,0,44,4112,884,0,0,142,126,0,558,19,47,1,2,30,0,0,1,404,0,0,460,247,220,425,1,279,208,1047,366,0,860,147,5,72,0,12,413,0,9,3,0,0,0,114,8,351,213,6,669,19,0,1,6,0,0,35,689,1,0,575,6,0,823,9065,224
"D4Wsu53e",0,155,1323,388,141,1125,788,198,758,461,222,48,1364,1479,186,647,128,521,248,1251,404,531,250,14097,1079,60,1199,861,584,1237,510,591,761,778,0,199,183,230,54,449,307,238,452,841,162,1987,141,4423,1293,161,570,84,162,896,20308,436,2,793,1315,1630,2860,435,400,263,731,984,949,92,749,663,413,213,1139,248,0,352,1065,764,77,691,107,1743,294,260,494,340,790,379,0,38,293,36,1905,1,52,1,51,491,953,266,9,335,97,272,178,7265,374,57,266,1423,99,627,276,137,4,221,194,373,111,82,8655,239,703,61,717,0,725,180,445,822,15,1219,55,1677,450,2438,151,105,336,94,930,1573,54,203,85,24,106,487,309,648,854,336,12332,6,159,892,641,457,1741,2,1488,15328,54,94,419,367,125,143,165,676,507,991,969,258,1357,0,1018,2,56,235,62,3516,1334,19,934,339,64,523,219,69,665,117,492,554,185,408,1864,311,105,766,710,1605,136,58,333,607,238,466,589,137,445,1387,592,278,474,159,9773,31,765,337,0,0,8543,431,113,484,1607,37,98,423,552,831,994,1181,430,113,1340,358,846,703,0,1363,355,56,347,244,67,258,7383,1336,716,798,589,2610,804,2073,334,1000,2274,370,30,365,341,578,165,1300,921,298,24,257,47,0,19,602,134,289,396,176,1446,470,452,121,138,984,11010,433
"Gm16907",2356,0,0,0,0,0,0,0,0,216,23,0,0,2123,0,0,0,0,0,0,0,0,13,0,934,0,0,0,0,0,0,0,0,0,0,93,0,20,0,0,0,0,0,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,98,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,80,13,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,31,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,4,0,0,0,0,0,0,0,0,42,0,59,0,0,1038,0,0,0,0,0,0,0,0,956,0,0,0,0,0,1,160,17,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,0,0,11
"Sntb2",0,21,0,93,6,0,118,0,268,0,1138,35,65,27,128,686,163,0,0,521,0,427,157,10800,70,0,354,49,66,629,17,79,173,1189,12,3,33,1208,0,0,0,1036,23,0,115,0,355,1317,586,231,10,98,24,225,4561,676,1,337,515,696,862,1,49,0,320,60,628,0,919,38,0,1659,1421,22,0,1282,1,157,0,942,2,0,232,19,0,60,124,123,324,334,5,0,475,0,35,0,299,39,66,0,348,329,58,6,0,4816,58,7,283,225,0,0,38,0,0,584,37,14,31,3,7978,0,191,0,185,0,2,652,265,444,0,639,0,20,42,233,1,0,513,4,381,118,0,0,6,0,0,11,77,12,731,1,8161,75,0,0,0,535,2,0,45,885,0,1,22,3,0,37,7,161,0,1,164,0,0,0,488,0,47,0,0,564,122,1,530,1,10,0,383,65,0,50,272,216,158,90,0,70,704,30,0,180,1447,116,36,1235,89,829,28,100,777,615,231,105,433,159,6113,2,0,0,1,0,5008,118,112,0,1160,2,4,0,34,462,1797,493,585,0,703,0,247,57,0,2194,34,19,253,6,0,0,3870,2237,34,348,780,1754,57,46,837,263,1419,218,491,206,0,696,0,40,552,303,380,1,0,6,578,51,916,559,0,322,22,54,14,13,1189,570,8696,44
"Gja3",0,0,0,0,0,0,45,0,0,0,65,0,0,0,0,0,42,0,0,0,0,0,0,1685,0,0,93,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,88,2636,0,0,18,0,84,252,0,0,0,0,4,90,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,104,0,0,1273,19,0,2,49,0,0,0,0,0,0,0,0,0,0,130,0,11,0,0,0,0,0,0,0,0,214,0,0,0,274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4621,0,0,0,0,37,0,0,0,1435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,0,0,0,0,105,0,0,0,0,0,0,0,1,0,0,50,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,919,0,0,0,0,0,1789,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,122,0,0,0,0,0,0,1220,66,0,0,0,82,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,6
"Mro",0,0,0,0,0,0,471,0,0,0,4924,0,0,0,0,0,1816,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2896,0,0,1824,0,0,0,0,2389,0,2,771,0,0,0,0,0,0,0,45,4503,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,89,5,0,0,0,0,0,0,1164,0,0,1,0,0,0,0,0,2834,0,0,0,1870,265,0,4237,1090,2,0,0,0,0,0,0,0,0,0,3696,10,278,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,672,0,0,0,0,2752,0,0,0,2113,0,0,0,0,0,0,1,0,0,2751,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1568,1775,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,2631,0,0,0,0,1804,223,9,0,0,0,0,2285,3112,0,0,325,1,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,3857,4,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3249,0,0,0,0,0,0,3831,0
"Icosl",0,126,740,215,0,0,197,0,733,89,6270,194,0,1674,89,0,2565,0,195,0,168,416,3,243,85,0,0,26,316,26,939,0,0,0,0,116,1,0,0,0,297,34,0,0,0,0,3802,0,376,1639,0,256,387,1,1924,0,1,166,0,262,0,939,229,65,160,709,3620,0,156,10,0,0,0,364,1,2,1,242,0,5,18,0,0,0,0,12,0,644,0,0,564,280,43,0,0,0,2,129,1,0,0,2178,0,1,0,1189,47,253,5154,163,0,0,502,42,0,99,323,161,14,196,16,0,91,0,33,0,101,0,7,307,0,0,0,447,0,8,0,0,1,0,0,12,0,0,0,0,5,0,0,1,160,118,3595,372,0,0,0,3820,0,0,0,1524,0,0,0,37,0,608,0,358,3,9615,599,0,0,6,0,0,0,0,0,23,118,0,5,0,218,479,193,14,14,11,149,1847,0,543,1,0,425,288,178,174,0,0,0,0,134,82,394,17,5777,0,0,79,357,2069,497,0,1,0,0,0,90,327,8,31,45,2,1,414,0,1,1,0,6,84,0,0,317,1,1814,0,622,0,0,74,8,0,85,0,0,782,0,408,207,1083,25,76,0,0,25,0,182,0,0,918,1,0,344,0,97,0,1,1143,0,0,5,4085,0,152,209,65,0,334,691,49
"2310047M10Rik",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,195,3,0,0,0,2608,49,4,378,0,0,2,2,0,0,1044,16,0,14,4,0,0,0,0,0,1,0,0,0,230,0,0,0,0,10,391,2372,0,0,0,0,514,492,0,0,79,0,6,8,0,0,0,0,0,0,0,0,0,0,336,0,0,1,0,0,0,86,8,4,0,0,20,0,0,164,0,0,0,0,0,0,9,0,0,0,0,2,252,0,0,0,25,0,0,0,0,247,0,0,0,9,0,3240,0,12,0,0,0,0,123,11,29,0,742,0,0,0,927,0,99,0,0,0,0,0,0,6,0,8,0,0,0,11,0,0,0,0,3,0,40,0,0,0,0,0,0,0,37,0,0,0,0,32,0,0,0,0,85,934,0,0,0,0,143,16,0,0,0,28,0,0,1,0,0,1,38,0,0,0,0,0,0,0,0,0,86,1,0,0,2,0,106,0,0,0,0,0,1,1655,1,0,0,0,0,2030,0,0,7,2,0,0,1,0,0,0,0,6,92,0,0,0,0,0,339,0,0,0,0,41,0,2,908,0,0,0,1298,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,89,30,0,0,10,0,1,0,1,99,0,0,0,309,6192,61
